customer_id,product_id,order_id,seller_id,seller_name,quantity,price_at_purchase,total_price,purchased_at,delivery_date,review_id
1632984,263075860,,1231,Xunhasaba Thế giới Sách Ngoại văn,2,,,2023-11-28 05:06:07+00:00,2023-12-01 14:18:32+00:00,19668883
29521659,262873654,,229023,Nhà Sách Phương Nam,4,,,2023-10-18 14:30:19+00:00,2023-10-20 14:24:07+00:00,19768773
