id,name,price,list_price,discount_rate,rating_average,review_count,all_time_quantity_sold,authors,publisher_vn,manufacturer,isbn13,book_cover,number_of_page,publication_date,current_seller_name,inventory_status,stock,has_freeship,is_authentic,has_return_policy
279067199,Sách - Music as Medicine: How We Can Harness Its Therapeutic Power by Daniel Levitin | Ngoại văn,590000,590000,0,0,0,0,Daniel Levitin,Penguin Random House UK,,,Bìa mềm,,,Bookworm Hà Nội,available,1000,True,True,True
