id,name,price,list_price,discount_rate,rating_average,review_count,all_time_quantity_sold,authors,publisher_vn,manufacturer,isbn13,book_cover,number_of_page,publication_date,current_seller_name,inventory_status,stock,has_freeship,is_authentic,has_return_policy
278813450,Sách - Me: An Autobiography by Elton John | Memoir / Music / Nonfiction / Ngoại văn Bìa cứng,580000,580000,0,0,0,0,Elton John,Macmillan,MacMillan,9781509853311,Bìa cứng,376,2019-07-17,Bookworm Hà Nội,available,1000,True,True,True
