id,name,price,list_price,discount_rate,rating_average,review_count,all_time_quantity_sold,authors,publisher_vn,manufacturer,isbn13,book_cover,number_of_page,publication_date,current_seller_name,inventory_status,stock,has_freeship,is_authentic,has_return_policy
278815798,Sách - Into Thin Air: A Personal Account of the Mount Everest Disaster by Jon Krakauer | Memoir,300000,300000,0,0,0,0,Jon Krakauer,Pan Books,,,Bìa mềm,,,Bookworm Hà Nội,available,1000,True,True,True
