id,name,price,list_price,discount_rate,rating_average,review_count,all_time_quantity_sold,authors,publisher_vn,manufacturer,isbn13,book_cover,number_of_page,publication_date,current_seller_name,inventory_status,stock,has_freeship,is_authentic,has_return_policy
278740201,Sách - Shelf Life: Writers on Books and Reading by  Alex Johnson |  Books About Books / Nonfiction,320000,320000,0,0,0,0,Alex Johnson,The British Library Publishing Division,British Library Publishing,9780712352864,Bìa mềm,162,2018-05-29,Bookworm Hà Nội,available,1000,True,True,True
